synID,ID,label,type
292,9873,1,A
293,9915,1,A
295,10003,3,A
297,10138,2,A
299,10220,1,A
301,10299,2,A
302,10431,1,A
303,10450,1,A
304,10465,1,A
305,10491,2,A
306,10497,1,A
308,10566,0,A
314,10751,1,A
315,10752,1,A
320,10851,1,A
324,11175,3,A
327,11216,0,A
328,11222,3,A
331,11242,1,A
332,11278,1,A
336,11526,0,A
338,11532,2,A
341,11721,0,A
342,11724,3,A
345,11758,2,A
350,11870,0,A
351,11917,0,A
353,11964,3,A
356,11983,2,A
359,12184,0,A
362,12259,0,A
364,12269,0,A
365,12284,1,A
368,12309,1,A
371,12316,3,A
372,12317,3,A
373,12350,0,A
374,12351,3,A
375,12403,2,A
376,12443,0,A
377,12526,2,A
378,12551,0,A
379,12583,3,A
380,12609,0,A
381,12631,3,A
382,12672,0,A
383,12673,0,A
384,12729,2,A
385,12801,2,A
386,12816,3,A
387,12837,0,A
388,12844,0,A
389,12875,0,A
390,12916,0,A
391,12945,0,A
392,12977,0,A
393,13075,3,A
394,13086,0,A
395,13095,0,A
396,13101,0,A
397,13103,2,A
398,13106,0,A
399,13125,0,A
400,13148,0,A
401,13152,1,A
402,13209,1,A
403,13226,0,A
404,13239,0,A
405,13290,2,A
406,13319,1,A
407,13375,0,A
408,13377,0,A
409,13380,1,A
410,13401,1,A
411,13440,0,A
412,13451,0,A
413,13485,1,A
414,13548,3,A
415,13573,0,A
416,13801,0,A
417,13848,0,A
418,13896,2,A
419,13897,2,A
420,13957,2,A
421,14112,2,A
422,14117,1,A
423,14127,0,A
424,14180,0,A
425,14236,0,A
426,14408,1,A
427,14481,0,A
428,14496,3,A
429,14513,1,A
430,14572,2,A
431,14696,1,A
432,14729,2,A
433,15009,1,A
434,15083,3,A
435,15135,2,A
436,15138,2,A
437,15142,2,A
438,15148,1,A
439,15151,2,A
440,15152,2,A
441,15153,2,A
442,15157,2,A
443,15158,2,A
444,15179,2,A
445,15181,2,A
446,15200,2,A
447,15201,2,A
448,15202,2,A
449,15204,0,A
450,15206,0,A
451,15210,2,A
452,15218,2,A
453,15222,2,A
454,15229,2,A
455,15249,2,A
456,15250,2,A
457,15254,2,A
458,15266,1,A
459,15267,2,A
460,15272,2,A
461,15276,2,A
462,15278,2,A
463,15283,2,A
464,15290,2,A
465,15291,2,A
466,15292,2,A
467,15294,0,A
468,15297,2,A
469,15305,2,A
470,15310,2,A
471,15324,2,A
472,15334,2,A
473,15350,2,A
474,15359,2,A
475,15364,3,A
476,15365,2,A
477,15381,2,A
478,15385,2,A
479,15392,2,A
480,15407,2,A
481,15410,2,A
482,15414,1,A
483,15420,2,A
484,15424,2,A
485,15425,2,A
486,15438,2,A
487,15440,2,A
488,15441,2,A
489,15454,3,A
490,15463,1,A
491,15468,2,A
492,15469,2,A
493,15470,3,A
494,15474,2,A
495,15475,2,A
496,15478,2,A
497,15481,2,A
498,15487,2,A
499,15493,2,A
500,15494,2,A
501,15501,2,A
502,15514,1,A
503,15516,2,A
504,15521,2,A
505,15524,2,A
506,15530,2,A
507,15542,2,A
508,15545,1,A
509,15547,2,A
510,15554,2,A
511,15566,2,A
512,15570,2,A
513,15571,2,A
514,15574,0,A
515,15575,2,A
516,15578,2,A
517,15582,2,A
518,15588,2,A
519,15592,2,A
520,15594,2,A
521,15601,2,A
522,15607,2,A
523,15608,2,A
524,15610,2,A
525,15612,2,A
526,15615,2,A
527,15644,2,A
528,15645,2,A
529,15647,2,A
530,15659,2,A
531,15663,2,A
532,15667,2,A
533,15672,0,A
534,15686,2,A
535,15696,0,A
536,15700,2,A
537,15701,2,A
538,15704,2,A
539,15706,2,A
540,15710,2,A
541,15713,2,A
542,15717,2,A
543,15724,2,A
544,15725,2,A
545,15728,2,A
546,15732,2,A
547,15738,2,A
548,15756,2,A
549,15757,2,A
550,15768,2,A
551,15774,2,A
552,15777,2,A
553,15779,2,A
554,15780,2,A
555,15786,2,A
556,15787,2,A
557,15791,2,A
558,15794,2,A
559,15795,2,A
560,15796,2,A
561,15800,2,A
562,15806,2,A
563,15807,2,A
564,15816,2,A
565,15829,2,A
566,15830,1,A
567,15836,2,A
568,15839,2,A
569,15841,2,A
570,15844,2,A
571,15846,2,A
572,15848,2,A
573,15863,2,A
574,15876,2,A
575,15883,2,A
576,15884,2,A
577,15887,2,A
578,15889,2,A
579,15901,2,A
580,15903,2,A
581,15904,2,A
582,15908,2,A
583,15909,2,A
584,15921,0,A
585,15926,2,A
586,15940,2,A
587,15946,3,A
588,15950,2,A
589,15955,2,A
590,15973,2,A
591,15984,2,A
592,15986,2,A
593,15993,2,A
594,15994,2,A
595,15997,2,A
596,16001,2,A
597,16026,2,A
598,16039,2,A
599,16041,2,A
600,16047,1,A
601,16048,3,A
602,16053,2,A
603,16055,2,A
604,16057,2,A
605,16058,3,A
606,16067,2,A
607,16074,2,A
608,16081,2,A
609,16092,2,A
610,16094,2,A
611,16101,2,A
612,16102,2,A
613,16116,2,A
614,16122,2,A
615,16128,2,A
616,16133,2,A
617,16135,2,A
618,16142,2,A
619,16153,2,A
620,16159,2,A
621,16160,2,A
622,16162,2,A
623,16163,2,A
624,16169,3,A
625,16170,2,A
626,16186,2,A
627,16189,2,A
628,16191,2,A
629,16198,3,A
630,16200,2,A
631,16201,3,A
632,16216,2,A
633,16217,2,A
634,16224,2,A
635,16225,2,A
636,16226,0,A
637,16231,3,A
638,16245,2,A
639,16259,1,A
640,16260,2,A
641,16269,2,A
642,16270,1,A
643,16272,2,A
644,16279,3,A
645,16284,2,A
646,16285,2,A
647,16300,2,A
648,16307,2,A
649,16311,2,A
650,16317,2,A
651,16319,3,A
652,16322,2,A
653,16328,0,A
654,16330,2,A
655,16334,1,A
656,16336,2,A
657,16338,2,A
658,16342,2,A
659,16347,2,A
660,16355,3,A
661,16362,2,A
662,16363,2,A
663,16377,2,A
664,16378,2,A
665,16380,2,A
666,16394,2,A
667,16396,2,A
668,16397,3,A
669,16398,2,A
670,16399,2,A
671,16403,2,A
672,16404,2,A
673,16415,3,A
674,16416,1,A
675,16422,1,A
676,16425,2,A
677,16427,2,A
678,16431,2,A
679,16453,2,A
680,16458,2,A
681,16462,2,A
682,16463,2,A
683,16465,2,A
684,16473,2,A
685,16490,2,A
686,16496,2,A
687,16501,2,A
688,16503,1,A
689,16508,2,A
690,16515,2,A
691,16527,2,A
692,16530,2,A
693,16537,2,A
694,16541,2,A
695,16543,2,A
696,16546,2,A
697,16554,2,A
698,16559,1,A
699,16562,2,A
700,16564,3,A
701,16567,1,A
702,16571,2,A
703,16577,2,A
704,16579,2,A
705,16588,2,A
706,16589,2,A
707,16616,3,A
708,16619,2,A
709,16633,2,A
710,16635,2,A
711,16637,2,A
712,16638,2,A
713,16641,2,A
714,16648,2,A
715,16650,2,A
716,16672,3,A
717,16677,2,A
718,16678,2,A
719,16679,2,A
720,16681,0,A
721,16691,2,A
722,16692,2,A
723,16695,1,A
724,16697,2,A
725,16703,2,A
726,16708,2,A
727,16709,2,A
728,16714,1,A
729,16720,2,A
730,16721,2,A
731,16723,2,A
732,16728,2,A
733,16737,2,A
734,16755,2,A
735,16762,2,A
736,16764,2,A
737,16766,2,A
738,16771,2,A
739,16778,2,A
740,16781,2,A
741,16782,2,A
742,16789,2,A
743,16793,2,A
744,16807,2,A
745,16811,2,A
746,16818,2,A
747,16821,2,A
748,16830,2,A
749,16835,2,A
750,16838,2,A
751,16845,0,A
752,16849,0,A
753,16850,3,A
754,16855,2,A
755,16865,2,A
756,16878,3,A
757,16893,2,A
758,16895,2,A
759,16896,2,A
760,16897,2,A
761,16899,2,A
762,16900,2,A
763,16911,3,A
764,16914,2,A
765,16918,2,A
766,16929,2,A
767,16931,2,A
768,16932,2,A
769,16933,2,A
770,16934,2,A
771,16949,2,A
772,16964,2,A
773,16968,2,A
774,16969,2,A
775,16973,1,A
776,16988,2,A
777,16996,2,A
778,17000,2,A
779,17014,2,A
780,17015,2,A
781,17019,2,A
782,17037,2,A
783,17041,2,A
784,17045,2,A
785,17054,3,A
786,17057,3,A
787,17059,2,A
788,17076,2,A
789,17085,2,A
790,17093,1,A
791,17095,2,A
792,17101,2,A
793,17104,2,A
794,17107,3,A
795,17144,2,A
796,17148,1,A
797,17161,2,A
798,17164,2,A
799,17183,2,A
800,17192,2,A
801,17198,3,A
802,17199,1,A
803,17207,2,A
804,17210,2,A
805,17211,1,A
806,17217,2,A
807,17218,2,A
808,17221,2,A
809,17223,2,A
810,17224,2,A
811,17230,2,A
812,17240,3,A
813,17242,3,A
814,17247,2,A
815,17251,1,A
816,17262,2,A
817,17263,2,A
818,17281,2,A
819,17284,2,A
820,17302,1,A
821,17312,2,A
822,17313,2,A
823,17314,2,A
824,17316,2,A
825,17317,2,A
826,17319,2,A
827,17361,2,A
828,17362,2,A
829,17365,2,A
830,17381,2,A
831,17383,2,A
832,17386,2,A
833,17388,2,A
834,17397,2,A
835,17399,2,A
836,17403,2,A
837,17411,3,A
838,17412,3,A
839,17414,2,A
840,17422,2,A
841,17423,3,A
842,17424,2,A
843,17434,2,A
844,17436,2,A
845,17439,2,A
846,17440,2,A
847,17452,2,A
848,17457,2,A
849,17459,2,A
850,17468,2,A
851,17477,2,A
852,17479,2,A
853,17480,2,A
854,17484,3,A
855,17485,3,A
856,17487,2,A
857,17489,3,A
858,17496,2,A
859,17508,1,A
860,17511,1,A
861,17517,2,A
862,17528,2,A
863,17529,2,A
864,17530,2,A
865,17544,0,A
866,17550,2,A
867,17562,3,A
868,17565,2,A
869,17568,2,A
870,17569,2,A
871,17573,2,A
872,17577,2,A
873,17583,2,A
874,17596,2,A
875,17606,2,A
876,17613,1,A
877,17614,1,A
878,17633,0,A
879,17635,2,A
880,17646,1,A
881,17668,0,A
882,17669,2,A
883,17671,2,A
884,17678,1,A
885,17693,2,A
886,17712,2,A
887,17714,2,A
888,17719,0,A
889,17724,1,A
890,17752,2,A
891,17762,2,A
892,17763,2,A
893,17764,2,A
894,17766,2,A
895,17770,2,A
896,17781,0,A
897,17783,2,A
898,17805,2,A
899,17807,2,A
900,17818,0,A
901,17823,2,A
902,17829,2,A
903,17838,2,A
904,17840,1,A
905,17841,2,A
906,17849,2,A
907,17860,2,A
908,17863,2,A
909,17864,2,A
910,17866,2,A
911,17869,1,A
912,17871,2,A
913,17894,2,A
914,17902,2,A
915,17912,2,A
916,17935,2,A
917,17952,2,A
918,17954,2,A
919,17969,2,A
920,17996,3,A
921,18004,2,A
922,18005,0,A
923,18006,0,A
924,18018,2,A
925,18019,2,A
926,18022,2,A
927,18025,2,A
928,18027,1,A
929,18028,0,A
930,18029,0,A
931,18032,2,A
932,18035,2,A
933,18036,2,A
934,18045,2,A
935,18047,2,A
936,18053,2,A
937,18057,2,A
938,18062,2,A
939,18072,2,A
940,18073,2,A
941,18074,1,A
942,18084,3,A
943,18093,2,A
944,18099,2,A
945,18104,2,A
946,18118,2,A
947,18123,1,A
948,18125,2,A
949,18138,3,A
950,18141,2,A
951,18148,2,A
952,18158,2,A
953,18161,2,A
954,18164,2,A
955,18182,2,A
956,18188,2,A
957,18191,2,A
958,18201,2,A
959,18204,3,A
960,18206,2,A
961,18215,2,A
962,18223,2,A
963,18238,2,A
964,18239,2,A
965,18251,0,A
966,18255,2,A
967,18260,3,A
968,18274,2,A
969,18286,2,A
970,18291,2,A
971,18296,2,A
972,18300,1,A
973,18305,2,A
974,18306,2,A
975,18312,2,A
976,18326,2,A
977,18330,3,A
978,18333,3,A
979,18336,2,A
980,18345,2,A
981,18350,3,A
982,18356,2,A
983,18363,2,A
984,18368,2,A
985,18369,2,A
986,18370,2,A
987,18380,2,A
988,18381,2,A
989,18386,2,A
990,18390,2,A
991,18395,2,A
992,18413,2,A
993,18414,2,A
994,18431,2,A
995,18452,2,A
996,18454,2,A
997,18476,2,A
998,18487,3,A
999,18491,2,A
1000,18492,2,A
1001,18496,2,A
1002,18501,2,A
1003,18505,1,A
1004,18526,2,A
1005,18546,2,A
1006,18547,2,A
1007,18550,2,A
1008,18562,3,A
1009,18564,2,A
1010,18565,2,A
1011,18580,2,A
1012,18598,2,A
1013,18604,2,A
1014,18613,2,A
1015,18614,2,A
1016,18618,2,A
1017,18625,2,A
1018,18629,2,A
1019,18632,2,A
1020,18636,2,A
1021,18640,2,A
1022,18654,2,A
1023,18660,2,A
1024,18664,2,A
1025,18667,3,A
1026,18670,2,A
1027,18718,2,A
1028,18733,0,A
1029,18746,2,A
1030,18752,3,A
1031,18760,3,A
1032,18766,2,A
1033,18780,2,A
1034,18792,2,A
1035,18797,2,A
1036,18800,2,A
1037,18801,2,A
1038,18805,2,A
1039,18811,2,A
1040,18825,2,A
1041,18831,2,A
1042,18837,2,A
1043,18869,3,A
1044,18872,2,A
1045,18873,2,A
1046,18874,2,A
1047,18876,2,A
1048,18880,2,A
1049,18883,1,A
1050,18886,1,A
1051,18892,2,A
1052,18897,3,A
1053,18904,1,A
1054,18913,2,A
1055,18917,3,A
1056,18923,2,A
1057,18930,3,A
1058,18934,2,A
1059,18940,2,A
1060,18942,2,A
1061,18960,2,A
1062,18964,3,A
1063,18968,2,A
1064,18976,2,A
1065,18994,2,A
1066,19002,2,A
1067,19012,2,A
1068,19014,1,A
1069,19016,2,A
1070,19017,2,A
1071,19022,2,A
1072,19024,2,A
1073,19025,2,A
1074,19027,2,A
1075,19028,2,A
1076,19031,2,A
1077,19037,2,A
1078,19042,2,A
1079,19057,2,A
1080,19062,2,A
1081,19074,0,A
1082,19076,2,A
1083,19095,2,A
1084,19112,2,A
1085,19114,2,A
1086,19116,2,A
1087,19117,2,A
1088,19138,2,A
1089,19151,3,A
1090,19160,2,A
1091,19163,2,A
1092,19172,2,A
1093,19195,2,A
1094,19204,2,A
1095,19216,2,A
1096,19220,2,A
1097,19225,2,A
1098,19232,2,A
1099,19233,2,A
1100,19236,2,A
1101,19237,2,A
1102,19240,2,A
1103,19249,2,A
1104,19252,2,A
1105,19278,2,A
1106,19297,2,A
1107,19315,1,A
1108,19320,2,A
1109,19324,1,A
1110,19330,2,A
1111,19332,2,A
1112,19333,2,A
1113,19337,2,A
1114,19346,2,A
1115,19347,2,A
1116,19362,2,A
1117,19364,2,A
1118,19373,3,A
1119,19380,2,A
1120,19389,2,A
1121,19393,2,A
1122,19397,2,A
1123,19399,3,A
1124,19401,1,A
1125,19403,2,A
1126,19409,2,A
1127,19410,1,A
1128,19428,2,A
1129,19435,2,A
1130,19443,2,A
1131,19445,0,A
1132,19446,1,A
1133,19485,2,A
1134,19498,2,A
1135,19509,2,A
1136,19512,2,A
1137,19539,2,A
1138,19542,2,A
1139,19543,3,A
1140,19563,2,A
1141,19585,2,A
1142,19591,2,A
1143,19592,0,A
1144,19595,2,A
1145,19610,2,A
1146,19614,2,A
1147,19617,1,A
1148,19618,1,A
1149,19620,2,A
1150,19627,0,A
1151,19633,2,A
1152,19640,2,A
1153,19645,2,A
1154,19653,2,A
1155,19656,2,A
1156,19657,2,A
1157,19661,1,A
1158,19670,2,A
1159,19677,2,A
1160,19684,2,A
1161,19688,2,A
1162,19695,2,A
1163,19708,1,A
1164,19730,2,A
1165,19748,0,A
1166,19749,2,A
1167,19758,2,A
1168,19762,2,A
1169,19764,2,A
1170,19782,2,A
1171,19793,2,A
1172,19795,2,A
1173,19797,0,A
1174,19801,2,A
1175,19806,2,A
1176,19823,2,A
1177,19831,2,A
1178,19835,2,A
1179,19852,1,A
1180,19858,2,A
1181,19866,2,A
1182,19867,3,A
1183,19868,3,A
1184,19870,2,A
1185,19910,2,A
1186,19922,0,A
1187,19925,3,A
1188,19926,1,A
1189,19936,2,A
1190,19947,2,A
1191,19957,2,A
1192,19959,2,A
1193,19962,2,A
1194,19972,2,A
1195,19990,2,A
1196,19992,2,A
1197,19998,2,A
1198,19999,2,A
1199,20005,2,A
1200,20014,2,A
1201,20031,2,A
1202,20036,2,A
1203,20048,2,A
1204,20049,2,A
1205,20051,2,A
1206,20053,2,A
1207,20057,2,A
1208,20063,2,A
1209,20085,2,A
1210,20088,2,A
1211,20095,2,A
1212,20106,2,A
1213,20121,2,A
1214,20122,2,A
1215,20131,1,A
1216,20133,3,A
1217,20134,3,A
1218,20136,2,A
1219,20145,3,A
1220,20158,2,A
1221,20181,2,A
1222,20188,2,A
1223,20189,2,A
1224,20190,2,A
1225,20197,3,A
1226,20201,2,A
1227,20209,0,A
1228,20229,1,A
1229,20233,2,A
1230,20234,2,A
1231,20239,2,A
1232,20241,2,A
1233,20244,2,A
1234,20262,2,A
1235,20264,2,A
1236,20265,2,A
1237,20274,2,A
1238,20278,3,A
1239,20279,2,A
1240,20280,2,A
1241,20308,3,A
1242,20325,2,A
1243,20335,3,A
1244,20337,2,A
1245,20348,2,A
1246,20357,2,A
1247,20359,2,A
1248,20368,2,A
1249,20371,1,A
1250,20374,2,A
1251,20388,2,A
1252,20392,3,A
1253,20404,2,A
1254,20415,2,A
1255,20424,2,A
1256,20428,2,A
1257,20431,3,A
1258,20438,2,A
1259,20449,2,A
1260,20456,2,A
1261,20461,2,A
1262,20470,2,A
1263,20474,3,A
1264,20480,2,A
1265,20481,2,A
1266,20512,2,A
1267,20515,2,A
1268,20523,2,A
1269,20527,2,A
1270,20528,2,A
1271,20529,2,A
1272,20530,2,A
1273,20531,2,A
1274,20541,2,A
1275,20552,2,A
1276,20561,3,A
1277,20580,2,A
1278,20592,2,A
1279,20607,2,A
1280,20610,2,A
1281,20614,2,A
1282,20615,3,A
1283,20625,2,A
1284,20630,2,A
1285,20636,2,A
1286,20644,2,A
1287,20646,2,A
1288,20691,3,A
1289,20708,2,A
1290,20716,2,A
1291,20732,1,A
1292,20746,2,A
1293,20767,3,A
1294,20768,3,A
1295,20769,3,A
1296,20775,1,A
1297,20782,3,A
1298,20798,3,A
1299,20801,2,A
1300,20819,2,A
1301,20850,3,A
1302,20854,2,A
1303,20865,2,A
1304,20870,2,A
1305,20881,2,A
1306,21142,3,A
1307,21160,2,A
1308,21385,0,A
1309,21501,2,A
1310,21915,1,A
1311,22116,2,A
1312,22147,2,A
1313,22303,2,A
1314,22312,0,A
1315,22319,0,A
1316,22488,0,A
1317,22511,0,A
1318,22570,2,A
1319,22588,0,A
1320,22597,2,A
1321,22628,0,A
1322,22640,0,A
1323,22674,0,A
1324,22727,0,A
1325,22761,2,A
1326,22847,2,A
1327,22849,2,A
1328,22869,1,A
1329,22870,1,A
1330,22978,2,A
1331,22981,1,A
1332,23145,1,A
1333,23156,2,A
1334,23461,2,A
1335,23566,2,A
1336,23723,1,A
1337,23833,3,A
1338,24026,3,A
1339,24089,2,A
1340,24147,1,A
1341,24226,3,A
1342,24234,3,A
1343,24689,0,A
1344,24692,1,A
1345,25313,2,A
1346,25739,3,A
1347,26029,2,A
1348,26030,1,A
1349,26061,3,A
1350,26080,3,A
1351,26087,2,A
1352,26093,3,A
1353,26134,1,A
1354,26138,3,A
1355,26145,3,A
1356,26175,3,A
1357,26193,3,A
1358,26214,3,A
1359,26227,3,A
1360,26251,3,A
1361,26275,3,A
1362,26283,3,A
1363,26293,2,A
1364,26301,0,A
1365,26318,0,A
1366,26322,3,A
1367,26361,3,A
1368,26371,3,A
1369,26377,3,A
1370,26392,3,A
1371,26394,3,A
1372,26401,1,A
1373,26406,3,A
1374,26415,3,A
1375,26434,3,A
1376,26466,3,A
1377,26480,2,A
1378,26490,0,A
1379,26504,3,A
1380,26505,3,A
1381,26562,3,A
1382,26577,3,A
1383,26605,3,A
1384,26629,3,A
1385,26636,3,A
1386,26664,3,A
1387,26684,3,A
1388,26685,3,A
1389,26699,3,A
1390,26721,2,A
1391,26733,3,A
1392,26794,2,A
1393,26849,2,A
1394,26855,2,A
1395,26867,2,A
1396,26887,3,A
1397,26899,3,A
1398,26900,3,A
1399,26906,3,A
1400,26907,3,A
1401,26951,2,A
1402,26958,3,A
1403,26979,3,A
1404,27011,3,A
1405,27020,3,A
1406,27039,3,A
1407,27040,3,A
1408,27048,2,A
1409,27060,1,A
1410,27077,3,A
1411,27084,3,A
1412,27085,3,A
1413,27087,3,A
1414,27089,3,A
1415,27099,2,A
1416,27110,3,A
1417,27142,3,A
1418,27143,2,A
1419,27222,2,A
1420,27255,1,A
1421,27286,3,A
1422,27309,3,A
1423,27324,3,A
1424,27344,3,A
1425,27361,3,A
1426,27391,2,A
1427,27408,1,A
1428,27454,2,A
1429,27473,3,A
1430,27514,3,A
1431,27523,3,A
1432,27539,3,A
1433,27569,3,A
1434,27595,3,A
1435,27689,0,A
1436,27710,2,A
1437,27836,3,A
1438,27858,3,A
1439,27927,3,A
1440,27947,3,A
1441,27966,3,A
1442,27979,3,A
1443,27999,3,A
1444,28003,3,A
1445,28004,3,A
1446,28013,3,A
1447,28020,3,A
1448,28062,1,A
1449,28096,0,A
1450,28101,0,A
1451,28116,3,A
1452,28190,0,A
1453,28192,0,A
1454,28261,3,A
1455,28262,3,A
1456,28292,3,A
1457,28315,1,A
1458,28349,0,A
1459,28381,0,A
1460,28437,0,A
1461,28478,0,A
1462,28499,0,A
1463,28555,3,A
1464,28560,3,A
1465,28584,0,A
1466,28714,0,A
1467,28727,3,A
1468,28746,0,A
1469,28795,0,A
1470,28826,0,A
1471,28884,0,A
1472,28899,0,A
1473,28907,2,A
1474,29026,1,A
1475,29037,0,A
1476,29166,3,A
1477,29169,0,A
1478,29211,3,A
1479,29220,0,A
1480,29257,0,A
1481,29258,0,A
1482,29284,1,A
1483,29293,0,A
1484,29302,0,A
1485,29309,0,A
1486,29313,0,A
1487,29396,0,A
1488,29431,2,A
1489,29476,0,A
1490,29642,0,A
1491,29675,3,A
1492,29735,3,A
1493,29750,0,A
1494,29768,0,A
1495,29780,0,A
1496,29802,0,A
1497,29883,2,A
1498,30011,1,A
1499,30066,1,A
1500,30081,1,A
1501,30084,0,A
1502,30177,1,A
1503,30266,0,A
1504,30360,0,A
1505,30408,0,A
1506,30491,0,A
1507,30525,2,A
1508,30530,0,A
1509,30531,0,A
1510,30556,2,A
1511,31037,2,A
1512,31072,2,A
1513,31126,1,A
1514,31229,1,A
1515,31350,0,A
1516,31378,0,A
1517,31432,1,A
1518,31852,0,A
1519,31896,0,A
1520,31928,3,A
1521,31995,1,A
1522,32206,1,A
1523,32234,2,A
1524,32269,1,A
1525,32280,1,A
1526,32694,1,A
1527,32772,0,A
1528,33093,0,A
1529,33471,0,A
1530,33478,0,A
1531,33482,0,A
1532,33483,0,A
1533,33501,0,A
1534,33507,0,A
1535,33519,0,A
1536,33521,0,A
1537,33554,0,A
1538,33576,0,A
1539,33579,0,A
1540,33581,0,A
1541,33585,1,A
1542,33614,0,A
1543,33618,0,A
1544,33620,3,A
1545,33639,0,A
1546,33647,0,A
1547,33665,1,A
1548,33693,0,A
1549,33735,0,A
1550,33745,0,A
1551,33764,3,A
1552,33765,0,A
1553,33772,1,A
1554,33779,0,A
1555,33782,2,A
1556,33794,0,A
1557,33804,3,A
1558,33817,1,A
1559,33849,0,A
1560,33867,1,A
1561,33875,0,A
1562,33889,0,A
1563,33910,0,A
1564,33918,3,A
1565,33948,0,A
1566,33955,1,A
1567,33961,0,A
1568,33967,0,A
1569,33972,0,A
1570,33980,0,A
1571,33981,0,A
1572,33994,0,A
1573,33995,0,A
1574,34104,1,A
1575,34105,0,A
1576,34106,0,A
1577,34108,0,A
1578,34137,0,A
1579,34139,0,A
1580,34143,0,A
1581,34152,1,A
1582,34162,0,A
1583,34171,0,A
1584,34176,0,A
1585,34195,0,A
1586,34224,0,A
1587,34236,0,A
1588,34287,0,A
1589,34294,1,A
1590,34300,0,A
1591,34306,1,A
1592,34312,0,A
1593,34328,0,A
1594,34362,0,A
1595,34364,0,A
1596,34398,0,A
1597,34451,0,A
1598,34461,2,A
1599,34471,0,A
1600,34476,2,A
1601,34477,0,A
1602,34480,0,A
1603,34484,0,A
1604,34486,0,A
1605,34494,1,A
1606,34506,0,A
1607,34507,3,A
1608,34533,0,A
1609,34555,3,A
1610,34558,0,A
1611,34576,0,A
1612,34586,0,A
1613,34600,1,A
1614,34606,0,A
1615,34612,0,A
1616,34619,3,A
1617,34638,1,A
1618,34652,0,A
1619,34667,3,A
1620,34668,3,A
1621,34672,0,A
1622,34674,0,A
1623,34675,0,A
1624,34679,0,A
1625,34682,0,A
1626,34685,0,A
1627,34694,1,A
1628,34702,0,A
1629,34710,0,A
1630,34719,1,A
1631,34742,0,A
1632,34761,3,A
1633,34769,0,A
1634,34770,0,A
1635,34798,3,A
1636,34802,3,A
1637,34920,1,A
1638,34921,3,A
1639,35053,3,A
1640,35329,1,A
1641,35429,3,A
1642,35433,0,A
1643,35435,1,A
1644,35437,3,A
1645,35442,3,A
1646,35445,3,A
1647,35449,0,A
1648,35465,1,A
1649,35466,1,A
1650,35468,1,A
1651,35486,0,A
1652,35505,0,A
1653,35506,0,A
1654,35510,0,A
1655,35511,0,A
1656,35512,1,A
1657,35520,1,A
1658,35523,1,A
1659,35534,0,A
1660,35573,3,A
