,PanjivaRecordID,label,baseID,expl_1,expl_2,original_score,cur_score
48,126657808001,-1,126657808,-1,-1,1,1
49,122843714001,-1,122843714,-1,-1,1,1
50,123875519001,-1,123875519,-1,-1,1,1
51,124821131001,-1,124821131,-1,-1,1,1
52,125725760001,-1,125725760,-1,-1,1,1
53,123242337001,-1,123242337,-1,-1,1,1
54,122273054001,-1,122273054,-1,-1,1,1
55,123042809001,-1,123042809,-1,-1,1,1
56,124043633001,-1,124043633,-1,-1,1,1
57,122350641001,1,122350641,-1,-1,1,1
58,126503127001,-1,126503127,-1,-1,1,1
59,122589189001,-1,122589189,-1,-1,1,1
60,125284395001,-1,125284395,-1,-1,1,1
61,126269339001,-1,126269339,-1,-1,1,1
62,122915065001,-1,122915065,-1,-1,1,1
63,122504136004,1,122504136,-1,-1,1,1
64,122311037001,-1,122311037,-1,-1,1,1
65,122313333001,-1,122313333,-1,-1,1,1
66,123755433001,-1,123755433,-1,-1,1,1
67,122206603002,1,122206603,-1,-1,1,1
68,122584731001,-1,122584731,-1,-1,1,1
69,125611719001,-1,125611719,-1,-1,1,1
70,123639683008,1,123639683,-1,-1,1,1
71,122851312001,-1,122851312,-1,-1,1,1
72,125462357001,-1,125462357,-1,-1,1,1
73,122497196001,-1,122497196,-1,-1,1,1
74,123667607001,-1,123667607,-1,-1,1,1
75,124956716001,-1,124956716,-1,-1,1,1
76,123532057005,1,123532057,-1,-1,1,1
77,122504136008,1,122504136,-1,-1,1,1
78,122207630001,-1,122207630,-1,-1,1,1
79,124278455001,-1,124278455,-1,-1,1,1
80,126210317001,-1,126210317,-1,-1,1,1
81,124415916009,1,124415916,-1,-1,1,1
82,124114067001,-1,124114067,-1,-1,1,1
83,123092099001,-1,123092099,-1,-1,1,1
84,125991723006,1,125991723,-1,-1,1,1
85,123093554001,-1,123093554,-1,-1,1,1
86,122436090001,-1,122436090,-1,-1,1,1
87,123029736001,-1,123029736,-1,-1,1,1
88,122831003008,1,122831003,-1,-1,1,1
89,125482959001,1,125482959,-1,-1,1,1
90,124002816001,-1,124002816,-1,-1,1,1
91,124142718005,1,124142718,-1,-1,1,1
92,122577196001,-1,122577196,-1,-1,1,1
93,122109364004,1,122109364,-1,-1,1,1
94,125689679001,-1,125689679,-1,-1,1,1
95,122611288004,1,122611288,-1,-1,1,1
96,126407603001,-1,126407603,-1,-1,1,1
97,123972561005,1,123972561,-1,-1,1,1
98,122608628001,1,122608628,-1,-1,1,1
99,126448613001,-1,126448613,-1,-1,1,1
100,124637394001,-1,124637394,-1,-1,1,1
101,125946778001,-1,125946778,-1,-1,1,1
102,124400196001,1,124400196,-1,-1,1,1
103,123527610001,-1,123527610,-1,-1,1,1
104,122648237001,-1,122648237,-1,-1,1,1
105,126536842001,-1,126536842,-1,-1,1,1
106,122621879001,-1,122621879,-1,-1,1,1
107,124490709001,-1,124490709,-1,-1,1,1
108,1228839390010,1,1228839390,-1,-1,1,1
109,122620052008,1,122620052,-1,-1,1,1
110,125707132001,-1,125707132,-1,-1,1,1
111,126580197001,-1,126580197,-1,-1,1,1
112,122081692004,1,122081692,-1,-1,1,1
113,122999445001,-1,122999445,-1,-1,1,1
114,122100927005,1,122100927,-1,-1,1,1
115,122301794001,-1,122301794,-1,-1,1,1
116,122080604001,-1,122080604,-1,-1,1,1
117,124812956007,1,124812956,-1,-1,1,1
118,124563418001,-1,124563418,-1,-1,1,1
119,126650307001,-1,126650307,-1,-1,1,1
120,122110110003,1,122110110,-1,-1,1,1
121,122967449001,-1,122967449,-1,-1,1,1
122,123140089001,-1,123140089,-1,-1,1,1
123,126393083001,-1,126393083,-1,-1,1,1
124,122886717002,1,122886717,-1,-1,1,1
125,123130489007,1,123130489,-1,-1,1,1
126,126347720001,-1,126347720,-1,-1,1,1
127,122501212001,-1,122501212,-1,-1,1,1
128,123120231001,1,123120231,-1,-1,1,1
129,123911563001,-1,123911563,-1,-1,1,1
130,123875559001,-1,123875559,-1,-1,1,1
131,125686945008,1,125686945,-1,-1,1,1
132,122213748001,-1,122213748,-1,-1,1,1
133,126111264001,-1,126111264,-1,-1,1,1
134,124125404001,-1,124125404,-1,-1,1,1
135,124306567001,-1,124306567,-1,-1,1,1
136,125574909001,-1,125574909,-1,-1,1,1
137,126616166001,-1,126616166,-1,-1,1,1
138,122015036001,-1,122015036,-1,-1,1,1
139,122750349003,1,122750349,-1,-1,1,1
140,123532057003,1,123532057,-1,-1,1,1
141,123076669001,-1,123076669,-1,-1,1,1
142,123127149001,-1,123127149,-1,-1,1,1
143,122110110009,1,122110110,-1,-1,1,1
144,122883378009,1,122883378,-1,-1,1,1
145,122906037004,1,122906037,-1,-1,1,1
146,124415916008,1,124415916,-1,-1,1,1
147,126023227006,1,126023227,-1,-1,1,1
148,123551763001,-1,123551763,-1,-1,1,1
149,122980932001,-1,122980932,-1,-1,1,1
150,126179503006,1,126179503,-1,-1,1,1
151,122694289001,-1,122694289,-1,-1,1,1
152,123589219001,-1,123589219,-1,-1,1,1
153,122611288007,1,122611288,-1,-1,1,1
154,124840439007,1,124840439,-1,-1,1,1
155,124351952001,-1,124351952,-1,-1,1,1
156,126627208001,-1,126627208,-1,-1,1,1
157,123359419001,-1,123359419,-1,-1,1,1
158,125706835001,-1,125706835,-1,-1,1,1
159,124034326001,-1,124034326,-1,-1,1,1
160,123037957001,-1,123037957,-1,-1,1,1
161,125107896001,-1,125107896,-1,-1,1,1
162,122099105001,-1,122099105,-1,-1,1,1
163,122328465001,-1,122328465,-1,-1,1,1
164,123818569001,-1,123818569,-1,-1,1,1
165,123324982001,-1,123324982,-1,-1,1,1
166,123166226001,-1,123166226,-1,-1,1,1
167,126401887001,1,126401887,-1,-1,1,1
168,122394258006,1,122394258,-1,-1,1,1
169,124905292004,1,124905292,-1,-1,1,1
170,123146568001,-1,123146568,-1,-1,1,1
171,126212389001,-1,126212389,-1,-1,1,1
172,122945282001,-1,122945282,-1,-1,1,1
173,124448052001,-1,124448052,-1,-1,1,1
174,122504136003,1,122504136,-1,-1,1,1
175,125018730004,1,125018730,-1,-1,1,1
176,123108188001,-1,123108188,-1,-1,1,1
177,124828953001,-1,124828953,-1,-1,1,1
178,123986591001,-1,123986591,-1,-1,1,1
179,124031920001,1,124031920,-1,-1,1,1
180,124971098001,-1,124971098,-1,-1,1,1
181,122886717006,1,122886717,-1,-1,1,1
182,123120231007,1,123120231,-1,-1,1,1
183,122831003009,1,122831003,-1,-1,1,1
184,125165311007,1,125165311,-1,-1,1,1
185,123244267001,-1,123244267,-1,-1,1,1
186,122883378002,1,122883378,-1,-1,1,1
187,124407814001,-1,124407814,-1,-1,1,1
188,125598949001,-1,125598949,-1,-1,1,1
189,124606642001,-1,124606642,-1,-1,1,1
190,124631993001,-1,124631993,-1,-1,1,1
191,122029906001,-1,122029906,-1,-1,1,1
192,123890439001,-1,123890439,-1,-1,1,1
193,126549776004,1,126549776,-1,-1,1,1
194,124227387004,1,124227387,-1,-1,1,1
195,122870263001,-1,122870263,-1,-1,1,1
196,126074300001,-1,126074300,-1,-1,1,1
197,124358142001,-1,124358142,-1,-1,1,1
198,123082055002,1,123082055,-1,-1,1,1
199,124118605001,-1,124118605,-1,-1,1,1
200,122750380008,1,122750380,-1,-1,1,1
201,123794740001,-1,123794740,-1,-1,1,1
202,123196193001,-1,123196193,-1,-1,1,1
203,125021674001,-1,125021674,-1,-1,1,1
204,122158265001,-1,122158265,-1,-1,1,1
205,122477492004,1,122477492,-1,-1,1,1
206,125290907001,-1,125290907,-1,-1,1,1
207,123188595001,-1,123188595,-1,-1,1,1
208,123701285001,-1,123701285,-1,-1,1,1
209,122394258007,1,122394258,-1,-1,1,1
210,124812956005,1,124812956,-1,-1,1,1
211,122903174001,-1,122903174,-1,-1,1,1
212,125537491001,-1,125537491,-1,-1,1,1
213,126281370001,-1,126281370,-1,-1,1,1
214,125165311005,1,125165311,-1,-1,1,1
215,124924692001,-1,124924692,-1,-1,1,1
216,125355526001,-1,125355526,-1,-1,1,1
217,125513093001,-1,125513093,-1,-1,1,1
218,124472883001,-1,124472883,-1,-1,1,1
219,125648315001,-1,125648315,-1,-1,1,1
220,125305132001,-1,125305132,-1,-1,1,1
221,124996400001,-1,124996400,-1,-1,1,1
222,122746863001,-1,122746863,-1,-1,1,1
223,124381768001,-1,124381768,-1,-1,1,1
224,123171742001,-1,123171742,-1,-1,1,1
225,123966935001,-1,123966935,-1,-1,1,1
226,123567715001,-1,123567715,-1,-1,1,1
227,126321885001,-1,126321885,-1,-1,1,1
228,122454446001,-1,122454446,-1,-1,1,1
229,122646677001,-1,122646677,-1,-1,1,1
230,126653230001,-1,126653230,-1,-1,1,1
231,122439134001,-1,122439134,-1,-1,1,1
232,123950994001,-1,123950994,-1,-1,1,1
233,125077527001,-1,125077527,-1,-1,1,1
234,122315764003,1,122315764,-1,-1,1,1
235,126607843001,-1,126607843,-1,-1,1,1
236,124142718001,1,124142718,-1,-1,1,1
237,123091966001,-1,123091966,-1,-1,1,1
238,123082055004,1,123082055,-1,-1,1,1
239,125927947009,1,125927947,-1,-1,1,1
240,125539584001,-1,125539584,-1,-1,1,1
241,125576031001,-1,125576031,-1,-1,1,1
242,123066258001,-1,123066258,-1,-1,1,1
243,123007020008,1,123007020,-1,-1,1,1
244,125686945007,1,125686945,-1,-1,1,1
245,123648893001,-1,123648893,-1,-1,1,1
246,123227891001,-1,123227891,-1,-1,1,1
247,125429965001,-1,125429965,-1,-1,1,1
248,122735396001,-1,122735396,-1,-1,1,1
249,125299610001,-1,125299610,-1,-1,1,1
250,122453987001,-1,122453987,-1,-1,1,1
251,126023227003,1,126023227,-1,-1,1,1
252,122338994001,-1,122338994,-1,-1,1,1
253,124142718008,1,124142718,-1,-1,1,1
254,122032841001,-1,122032841,-1,-1,1,1
255,122209299001,-1,122209299,-1,-1,1,1
256,125085408001,-1,125085408,-1,-1,1,1
257,124673753001,-1,124673753,-1,-1,1,1
258,122782631001,-1,122782631,-1,-1,1,1
259,123032981001,-1,123032981,-1,-1,1,1
260,124039890001,-1,124039890,-1,-1,1,1
261,123639683004,1,123639683,-1,-1,1,1
262,122792328001,-1,122792328,-1,-1,1,1
263,122673803001,-1,122673803,-1,-1,1,1
264,122441281001,-1,122441281,-1,-1,1,1
265,125995200001,-1,125995200,-1,-1,1,1
266,124113989001,-1,124113989,-1,-1,1,1
267,125399271001,-1,125399271,-1,-1,1,1
268,125165311002,1,125165311,-1,-1,1,1
269,123596047001,-1,123596047,-1,-1,1,1
270,122394258009,1,122394258,-1,-1,1,1
271,1265975520010,1,1265975520,-1,-1,1,1
272,122638115001,-1,122638115,-1,-1,1,1
273,123972561006,1,123972561,-1,-1,1,1
274,122835534001,-1,122835534,-1,-1,1,1
275,126081151001,-1,126081151,-1,-1,1,1
276,122760060006,1,122760060,-1,-1,1,1
277,122883378007,1,122883378,-1,-1,1,1
278,122611288003,1,122611288,-1,-1,1,1
279,122271598001,-1,122271598,-1,-1,1,1
280,125057412001,-1,125057412,-1,-1,1,1
281,124381155001,-1,124381155,-1,-1,1,1
282,123378475001,-1,123378475,-1,-1,1,1
283,122584730001,-1,122584730,-1,-1,1,1
284,123275519001,-1,123275519,-1,-1,1,1
285,122728478001,-1,122728478,-1,-1,1,1
286,123481501001,-1,123481501,-1,-1,1,1
287,122206838001,-1,122206838,-1,-1,1,1
288,124041451001,-1,124041451,-1,-1,1,1
289,122008685004,1,122008685,-1,-1,1,1
290,122934053001,-1,122934053,-1,-1,1,1
291,122959701001,-1,122959701,-1,-1,1,1
292,125640340001,-1,125640340,-1,-1,1,1
293,122315764001,1,122315764,-1,-1,1,1
294,126084353001,-1,126084353,-1,-1,1,1
295,1238178530010,1,1238178530,-1,-1,1,1
296,125209516001,-1,125209516,-1,-1,1,1
297,122395991001,-1,122395991,-1,-1,1,1
298,123130489009,1,123130489,-1,-1,1,1
299,122394258001,1,122394258,-1,-1,1,1
300,122965916001,-1,122965916,-1,-1,1,1
301,125763516001,-1,125763516,-1,-1,1,1
302,122747025001,-1,122747025,-1,-1,1,1
303,125080054001,-1,125080054,-1,-1,1,1
304,125037048001,-1,125037048,-1,-1,1,1
305,123973347003,1,123973347,-1,-1,1,1
306,126429771001,-1,126429771,-1,-1,1,1
307,125991723007,1,125991723,-1,-1,1,1
308,123024372001,-1,123024372,-1,-1,1,1
309,123333003006,1,123333003,-1,-1,1,1
310,122451571003,1,122451571,-1,-1,1,1
311,1260232270010,1,1260232270,-1,-1,1,1
312,126207589002,1,126207589,-1,-1,1,1
313,124235198001,-1,124235198,-1,-1,1,1
314,122938156001,-1,122938156,-1,-1,1,1
315,125758883001,-1,125758883,-1,-1,1,1
316,122338155005,1,122338155,-1,-1,1,1
317,124914765001,-1,124914765,-1,-1,1,1
318,123588959002,1,123588959,-1,-1,1,1
319,123640013005,1,123640013,-1,-1,1,1
320,122581270001,-1,122581270,-1,-1,1,1
321,125099378001,-1,125099378,-1,-1,1,1
322,122923252001,-1,122923252,-1,-1,1,1
323,123740143001,-1,123740143,-1,-1,1,1
324,123178927009,1,123178927,-1,-1,1,1
325,126607845001,-1,126607845,-1,-1,1,1
326,122735397001,-1,122735397,-1,-1,1,1
327,124051141001,-1,124051141,-1,-1,1,1
328,126608561001,-1,126608561,-1,-1,1,1
329,124350944001,-1,124350944,-1,-1,1,1
330,123036183001,-1,123036183,-1,-1,1,1
331,123178927002,1,123178927,-1,-1,1,1
332,123773693001,-1,123773693,-1,-1,1,1
333,125135715001,-1,125135715,-1,-1,1,1
334,123565335001,-1,123565335,-1,-1,1,1
335,122357981001,-1,122357981,-1,-1,1,1
336,123933552001,-1,123933552,-1,-1,1,1
337,122272664005,1,122272664,-1,-1,1,1
338,126620062001,-1,126620062,-1,-1,1,1
339,122717067009,1,122717067,-1,-1,1,1
340,126517441001,-1,126517441,-1,-1,1,1
341,122118534001,-1,122118534,-1,-1,1,1
342,125422912001,-1,125422912,-1,-1,1,1
343,122289928001,-1,122289928,-1,-1,1,1
344,122110110006,1,122110110,-1,-1,1,1
345,124440730001,-1,124440730,-1,-1,1,1
346,124594864001,-1,124594864,-1,-1,1,1
347,122005317001,-1,122005317,-1,-1,1,1
348,123769211001,-1,123769211,-1,-1,1,1
349,125482959003,1,125482959,-1,-1,1,1
350,122481110009,1,122481110,-1,-1,1,1
351,123640013007,1,123640013,-1,-1,1,1
352,123314102001,-1,123314102,-1,-1,1,1
353,125320222001,-1,125320222,-1,-1,1,1
354,122209700001,-1,122209700,-1,-1,1,1
355,122960776001,-1,122960776,-1,-1,1,1
356,125938323001,-1,125938323,-1,-1,1,1
357,125114062001,-1,125114062,-1,-1,1,1
358,122323486001,-1,122323486,-1,-1,1,1
359,122954419001,-1,122954419,-1,-1,1,1
360,123072058001,-1,123072058,-1,-1,1,1
361,122378064008,1,122378064,-1,-1,1,1
362,123059666001,-1,123059666,-1,-1,1,1
363,124044531001,-1,124044531,-1,-1,1,1
364,126248368001,-1,126248368,-1,-1,1,1
365,122835963001,-1,122835963,-1,-1,1,1
366,126364720001,-1,126364720,-1,-1,1,1
367,124851897001,-1,124851897,-1,-1,1,1
368,126454326008,1,126454326,-1,-1,1,1
369,122100524001,-1,122100524,-1,-1,1,1
370,122360812007,1,122360812,-1,-1,1,1
371,125729157001,-1,125729157,-1,-1,1,1
372,126095593001,-1,126095593,-1,-1,1,1
373,125712292001,-1,125712292,-1,-1,1,1
374,126463871001,-1,126463871,-1,-1,1,1
375,124602159001,-1,124602159,-1,-1,1,1
376,122338787001,-1,122338787,-1,-1,1,1
377,122235463001,-1,122235463,-1,-1,1,1
378,123122265001,-1,123122265,-1,-1,1,1
379,125156630001,-1,125156630,-1,-1,1,1
380,126040349001,-1,126040349,-1,-1,1,1
381,123384007001,-1,123384007,-1,-1,1,1
382,123732210001,-1,123732210,-1,-1,1,1
383,124939086001,-1,124939086,-1,-1,1,1
384,122394258008,1,122394258,-1,-1,1,1
385,125938750001,-1,125938750,-1,-1,1,1
386,125306741001,-1,125306741,-1,-1,1,1
387,124827107001,-1,124827107,-1,-1,1,1
388,124424554001,-1,124424554,-1,-1,1,1
389,125121938001,-1,125121938,-1,-1,1,1
390,123389401001,-1,123389401,-1,-1,1,1
391,126517446001,-1,126517446,-1,-1,1,1
392,123699992001,-1,123699992,-1,-1,1,1
393,125817727001,-1,125817727,-1,-1,1,1
394,123435197001,-1,123435197,-1,-1,1,1
395,124027329001,-1,124027329,-1,-1,1,1
396,124103785001,-1,124103785,-1,-1,1,1
397,122272622001,-1,122272622,-1,-1,1,1
398,124362447001,-1,124362447,-1,-1,1,1
399,123642872001,-1,123642872,-1,-1,1,1
400,124744980001,-1,124744980,-1,-1,1,1
401,123768865004,1,123768865,-1,-1,1,1
402,125158325001,-1,125158325,-1,-1,1,1
403,126111681001,-1,126111681,-1,-1,1,1
404,126137802001,-1,126137802,-1,-1,1,1
405,125438936001,-1,125438936,-1,-1,1,1
406,124885460001,-1,124885460,-1,-1,1,1
407,122667533009,1,122667533,-1,-1,1,1
408,126056044001,-1,126056044,-1,-1,1,1
409,123557470001,-1,123557470,-1,-1,1,1
410,125181051001,-1,125181051,-1,-1,1,1
411,123054764001,-1,123054764,-1,-1,1,1
412,123074833001,-1,123074833,-1,-1,1,1
413,122393964001,-1,122393964,-1,-1,1,1
414,122315764005,1,122315764,-1,-1,1,1
415,124752731001,-1,124752731,-1,-1,1,1
416,125648510001,-1,125648510,-1,-1,1,1
417,123526564001,-1,123526564,-1,-1,1,1
418,125337458001,-1,125337458,-1,-1,1,1
419,123189873001,-1,123189873,-1,-1,1,1
420,123419741001,-1,123419741,-1,-1,1,1
421,124099343001,-1,124099343,-1,-1,1,1
422,122631479001,-1,122631479,-1,-1,1,1
423,122105029001,-1,122105029,-1,-1,1,1
424,122066956001,-1,122066956,-1,-1,1,1
425,122746960001,-1,122746960,-1,-1,1,1
426,122604443001,-1,122604443,-1,-1,1,1
427,124176157003,1,124176157,-1,-1,1,1
428,1260332410010,1,1260332410,-1,-1,1,1
429,123051511001,-1,123051511,-1,-1,1,1
430,122553610001,-1,122553610,-1,-1,1,1
431,1227170670010,1,1227170670,-1,-1,1,1
432,125634333001,-1,125634333,-1,-1,1,1
433,122316597001,-1,122316597,-1,-1,1,1
434,126132726007,1,126132726,-1,-1,1,1
435,123860293001,-1,123860293,-1,-1,1,1
436,122477492008,1,122477492,-1,-1,1,1
437,124782956001,-1,124782956,-1,-1,1,1
438,123081126001,-1,123081126,-1,-1,1,1
439,126121713001,-1,126121713,-1,-1,1,1
440,122264576001,-1,122264576,-1,-1,1,1
441,123075781001,-1,123075781,-1,-1,1,1
442,122613462001,-1,122613462,-1,-1,1,1
443,125431830001,-1,125431830,-1,-1,1,1
444,122004119001,-1,122004119,-1,-1,1,1
445,125938265001,-1,125938265,-1,-1,1,1
446,124114617001,-1,124114617,-1,-1,1,1
447,124254094001,-1,124254094,-1,-1,1,1
448,124779583001,-1,124779583,-1,-1,1,1
449,125485757001,-1,125485757,-1,-1,1,1
450,125387417001,-1,125387417,-1,-1,1,1
451,122325825001,-1,122325825,-1,-1,1,1
452,125453839001,-1,125453839,-1,-1,1,1
453,122006393001,-1,122006393,-1,-1,1,1
454,123129606001,-1,123129606,-1,-1,1,1
455,122437503001,-1,122437503,-1,-1,1,1
456,125165311008,1,125165311,-1,-1,1,1
457,124932257001,-1,124932257,-1,-1,1,1
458,122178522001,-1,122178522,-1,-1,1,1
459,126179503005,1,126179503,-1,-1,1,1
460,122004131001,-1,122004131,-1,-1,1,1
461,125964701001,-1,125964701,-1,-1,1,1
462,125332614002,1,125332614,-1,-1,1,1
463,126597552009,1,126597552,-1,-1,1,1
464,122469783001,-1,122469783,-1,-1,1,1
465,123589229001,-1,123589229,-1,-1,1,1
466,122580553001,-1,122580553,-1,-1,1,1
467,124840439004,1,124840439,-1,-1,1,1
468,122240769001,-1,122240769,-1,-1,1,1
469,123165712001,-1,123165712,-1,-1,1,1
470,122709585001,-1,122709585,-1,-1,1,1
471,123146589001,-1,123146589,-1,-1,1,1
472,125202311001,-1,125202311,-1,-1,1,1
473,126597552003,1,126597552,-1,-1,1,1
474,124192504001,-1,124192504,-1,-1,1,1
475,124610858001,-1,124610858,-1,-1,1,1
476,126401887009,1,126401887,-1,-1,1,1
477,124274205001,-1,124274205,-1,-1,1,1
478,126387299001,-1,126387299,-1,-1,1,1
479,123457169001,-1,123457169,-1,-1,1,1
480,122543588001,-1,122543588,-1,-1,1,1
481,122207930001,-1,122207930,-1,-1,1,1
482,124031920006,1,124031920,-1,-1,1,1
483,122771738001,-1,122771738,-1,-1,1,1
484,122301887001,-1,122301887,-1,-1,1,1
485,124429406001,1,124429406,-1,-1,1,1
486,125686945005,1,125686945,-1,-1,1,1
487,125415197001,-1,125415197,-1,-1,1,1
488,122754453001,-1,122754453,-1,-1,1,1
489,123639683001,1,123639683,-1,-1,1,1
490,122241155009,1,122241155,-1,-1,1,1
491,123127904001,-1,123127904,-1,-1,1,1
492,124709616001,-1,124709616,-1,-1,1,1
493,1224515710010,1,1224515710,-1,-1,1,1
494,125278997008,1,125278997,-1,-1,1,1
495,123644867004,1,123644867,-1,-1,1,1
496,123606661001,-1,123606661,-1,-1,1,1
497,122322796001,-1,122322796,-1,-1,1,1
498,126211451001,-1,126211451,-1,-1,1,1
499,124136468001,-1,124136468,-1,-1,1,1
500,122081692001,1,122081692,-1,-1,1,1
501,124923199001,-1,124923199,-1,-1,1,1
502,123038611001,-1,123038611,-1,-1,1,1
503,123415013001,-1,123415013,-1,-1,1,1
504,122717067004,1,122717067,-1,-1,1,1
505,123322103001,-1,123322103,-1,-1,1,1
506,123703545001,-1,123703545,-1,-1,1,1
507,122338471001,-1,122338471,-1,-1,1,1
508,125372949001,-1,125372949,-1,-1,1,1
509,125786054001,-1,125786054,-1,-1,1,1
510,122477492005,1,122477492,-1,-1,1,1
511,122579584002,1,122579584,-1,-1,1,1
512,123440059001,-1,123440059,-1,-1,1,1
513,1235889590010,1,1235889590,-1,-1,1,1
514,122778439001,-1,122778439,-1,-1,1,1
515,124142718009,1,124142718,-1,-1,1,1
516,124082928001,-1,124082928,-1,-1,1,1
517,122620052009,1,122620052,-1,-1,1,1
518,124605682001,-1,124605682,-1,-1,1,1
519,123116339001,-1,123116339,-1,-1,1,1
520,125018730008,1,125018730,-1,-1,1,1
521,125797443001,-1,125797443,-1,-1,1,1
522,126638470001,-1,126638470,-1,-1,1,1
523,122887524001,-1,122887524,-1,-1,1,1
524,123007020004,1,123007020,-1,-1,1,1
525,123194229001,-1,123194229,-1,-1,1,1
526,122463348001,-1,122463348,-1,-1,1,1
527,123007020003,1,123007020,-1,-1,1,1
528,123794799001,-1,123794799,-1,-1,1,1
529,1236396830010,1,1236396830,-1,-1,1,1
530,123810898001,-1,123810898,-1,-1,1,1
531,123130489004,1,123130489,-1,-1,1,1
532,122946235004,1,122946235,-1,-1,1,1
533,122875743001,-1,122875743,-1,-1,1,1
534,122667533006,1,122667533,-1,-1,1,1
535,122555301001,-1,122555301,-1,-1,1,1
536,121994758001,-1,121994758,-1,-1,1,1
537,125561630007,1,125561630,-1,-1,1,1
538,122109364001,1,122109364,-1,-1,1,1
539,124120316001,-1,124120316,-1,-1,1,1
540,125063597001,1,125063597,-1,-1,1,1
541,126300347001,1,126300347,-1,-1,1,1
542,123817853002,1,123817853,-1,-1,1,1
543,123188427001,-1,123188427,-1,-1,1,1
544,123133774001,-1,123133774,-1,-1,1,1
545,122024822001,-1,122024822,-1,-1,1,1
546,124855282001,-1,124855282,-1,-1,1,1
547,125120583001,-1,125120583,-1,-1,1,1
548,125095460001,-1,125095460,-1,-1,1,1
549,123579794001,-1,123579794,-1,-1,1,1
550,124299315005,1,124299315,-1,-1,1,1
551,122946235007,1,122946235,-1,-1,1,1
552,124158843001,-1,124158843,-1,-1,1,1
553,124905292005,1,124905292,-1,-1,1,1
554,122998895001,-1,122998895,-1,-1,1,1
555,125284403001,-1,125284403,-1,-1,1,1
556,123580525001,-1,123580525,-1,-1,1,1
557,126112586001,-1,126112586,-1,-1,1,1
558,121994564001,-1,121994564,-1,-1,1,1
559,123987228002,1,123987228,-1,-1,1,1
560,123129946001,-1,123129946,-1,-1,1,1
561,123375784001,-1,123375784,-1,-1,1,1
562,126458332001,-1,126458332,-1,-1,1,1
563,125591623001,-1,125591623,-1,-1,1,1
564,125022048001,-1,125022048,-1,-1,1,1
565,1233330030010,1,1233330030,-1,-1,1,1
566,123446128001,-1,123446128,-1,-1,1,1
567,124341881001,-1,124341881,-1,-1,1,1
568,126622185001,-1,126622185,-1,-1,1,1
569,124299315008,1,124299315,-1,-1,1,1
570,122877846001,-1,122877846,-1,-1,1,1
571,123286921001,-1,123286921,-1,-1,1,1
572,122069318001,-1,122069318,-1,-1,1,1
573,122750380003,1,122750380,-1,-1,1,1
574,124703750001,-1,124703750,-1,-1,1,1
575,122081692005,1,122081692,-1,-1,1,1
576,122859107001,-1,122859107,-1,-1,1,1
577,122791537001,-1,122791537,-1,-1,1,1
578,122750349007,1,122750349,-1,-1,1,1
579,123746704001,-1,123746704,-1,-1,1,1
580,126297639001,-1,126297639,-1,-1,1,1
581,125276155001,-1,125276155,-1,-1,1,1
582,124033467001,-1,124033467,-1,-1,1,1
583,125693910001,-1,125693910,-1,-1,1,1
584,125585550001,-1,125585550,-1,-1,1,1
